BJDONG_NM,ADDRESS,RA_REGNO,CMP_NM,위도,경도
신수동,서울특별시 마포구 독막로 230,11440-2023-00105,비타민공인중개사사무소,37.5469733973917,126.939020613483
성산동,서울특별시 마포구 성미산로1길 61,11440-2023-00106,이화공인중개사사무소,37.5603978279604,126.906760271204
묵동,서울특별시 중랑구 신내로21길 6,11260-2018-00058,대한공인중개사사무소,37.617397644272,127.090127713018
신내동,서울특별시 중랑구 신내로17길 83,11260-2018-00094,SK공인중개사사무소,37.6161503233743,127.091639657907
면목동,서울특별시 중랑구 사가정로71길 19,11650-2016-00038,한신공인중개사사무소,37.5808368956261,127.095052598876
면목동,서울특별시 중랑구 면목로 318,11260-2018-00045,대복공인중개사사무소,37.5802323207696,127.088455941098
묵동,서울특별시 중랑구 동일로 909,11260-2016-00041,먹골역김동남공인중개사사무소,37.6114994412906,127.077258085899
묵동,서울특별시 중랑구 신내로21길 6,11260-2018-00059,두림공인중개사사무소,37.617397644272,127.090127713018
망우동,서울특별시 중랑구 용마산로99길 4,92290000-2847,미소래공인중개사사무소,37.5919395822452,127.097779221121
면목동,서울특별시 중랑구 면목로 279,11260-2021-00038,현대공인중개사사무소,37.5777565548549,127.085666759581
망우동,서울특별시 중랑구 신내로1길 15,11260-2018-00100,모든부동산공인중개사사무소,37.5994806262636,127.09611143873
면목동,서울특별시 중랑구 면목로27길 80,11260-2018-00099,동아부동산공인중개사사무소,37.5743532051484,127.081109086687
중화동,서울특별시 중랑구 동일로139길 34,11260-2018-00104,신성공인중개사사무소,37.603457163764,127.0770520405
망우동,서울특별시 중랑구 상봉로 56,11260-2018-00064,파워부동산공인중개사사무소,37.5907303790754,127.093759449196
신내동,서울특별시 중랑구 용마산로139다길 3-6,11260-2018-00113,새솔공인중개사사무소,37.6173982165907,127.101202522596
면목동,서울특별시 중랑구 면목로49길 33,11260-2022-00043,큰샘부동산공인중개사사무소,37.582720846292,127.086658433618
묵동,서울특별시 중랑구 공릉로 8-8,11260-2016-00069,먹골역1번출구공인중개사사무소,37.6115847529887,127.078369351791
면목동,서울특별시 중랑구 사가정로 360,11260-2021-00041,123공인중개사사무소,37.5808420566729,127.08447387296
묵동,서울특별시 중랑구 중랑역로 205,11260-2018-00119,희망공인중개사사무소,37.6117560223473,127.075620631865
상봉동,서울특별시 중랑구 동일로 711,11260-2019-00048,우리공인중개사사무소,37.5940132428236,127.079906045399
상봉동,서울특별시 중랑구 봉화산로 144,11260-2019-00029,엘지공인중개사사무소,37.6039193750063,127.090148367931
묵동,서울특별시 중랑구 중랑역로 142,11260-2018-00112,성심공인중개사사무소,37.6061347123092,127.07707224285
상봉동,서울특별시 중랑구 면목로91길 10,11260-2021-00034,승우공인중개사사무소,37.5945262944559,127.085275285785
망우동,서울특별시 중랑구 용마산로117길 35,11260-2019-00023,네모부동산공인중개사사무소,37.5999763775173,127.098484016827
묵동,서울특별시 중랑구 동일로169길 15,11260-2021-00039,늘푸른공인중개사사무소,37.6137175544984,127.075917324759
면목동,서울특별시 중랑구 상봉로 51,11260-2018-00078,모아드림공인중개사사무소,37.590508080159,127.093335250732
면목동,서울특별시 중랑구 면목로55길 21,11260-2019-00014,녹색공인중개사사무소,37.5841536627585,127.087070392069
면목동,서울특별시 중랑구 겸재로40길 12,11260-2019-00054,정보공인중개사사무소,37.5876470580173,127.087102653477
상봉동,서울특별시 중랑구 중랑천로12길 34,11260-2018-10017,새서울공인중개사사무소,37.5926466099654,127.07483370796
묵동,서울특별시 중랑구 중랑역로 178,11260-2019-00019,은행나무공인중개사사무소,37.6093338203422,127.076433614928
신내동,서울특별시 중랑구 신내로17길 83,11260-2019-00006,신내공인중개사사무소,37.6161503233743,127.091639657907
면목동,서울특별시 중랑구 사가정로 412-6,922600003318,부동산24시공인중개사사무소,37.5801470965948,127.090346458954
묵동,서울특별시 중랑구 동일로156길 6,11260-2019-00009,행운부동산공인중개사사무소,37.6095675046386,127.078405628632
면목동,서울특별시 중랑구 겸재로54길 22,11260-2019-00024,진성공인중개사사무소,37.5882878426326,127.09174248732
면목동,서울특별시 중랑구 겸재로36길 8,11260-2019-00026,사랑공인중개사사무소,37.5876399220662,127.086021601037
망우동,서울특별시 중랑구 용마산로118길 23,11260-2019-00010,어반공인중개사사무소,37.600982757854,127.101910695133
망우동,서울특별시 중랑구 용마산로118길 80,92270000-2500,리가부동산공인중개사사무소,37.6010866687712,127.104964305204
묵동,서울특별시 중랑구 중랑역로 184,11260-2019-00018,하나공인중개사사무소,37.6098878057262,127.076345162819
신내동,서울특별시 중랑구 신내로 135,11260-2019-00027,스타부동산공인중개사사무소,37.6113848049141,127.095849500583
상암동,서울특별시 마포구 월드컵북로48길 15,92380000-1418,LG상암공인중개사사무소,37.5769573905105,126.894543053844
망원동,서울특별시 마포구 월드컵로25길 78,92380000-1421,범윤원공인중개사사무소,37.5577084295697,126.903492248763
염리동,서울특별시 마포구 숭문길 46,92380000-1441,행운공인중개사사무소,37.5485454062933,126.945546908905
성산동,서울특별시 마포구 모래내로7길 36,92380000-2322,성산동아이파크공인중개사사무소,37.5673199383894,126.911118789755
아현동,서울특별시 마포구 마포대로 195,92380000-2323,단지내거북이(363-0441)공인중개사사무소,37.5524339233654,126.95422378666
도화동,서울특별시 마포구 새창로 52,92380000-2343,아이파크공인중개사사무소,37.5399016047307,126.955738152741
도화동,서울특별시 마포구 마포대로 73,92380000-2353,SK허브그린공인중개사사무소,37.5423140022795,126.948966526798
망원동,서울특별시 마포구 망원로3길 13,11440-2019-00053,이레공인중개사사무소,37.5572555588125,126.901384589348
상암동,서울특별시 마포구 월드컵북로 324,11440-2018-00269,로얄DMC공인중개사사무소,37.5753819244659,126.8957742125
상암동,서울특별시 마포구 월드컵북로54길 17,11440-2019-00001,DMC스타공인중개사사무소,37.581324224744,126.888548408154
연남동,서울특별시 마포구 연남로 41,11440-2019-00062,바로공인중개사사무소,37.5629750467,126.92110967316
서교동,서울특별시 마포구 잔다리로3길 31,11440-2019-00020,홍대세븐공인중개사사무소,37.5505622615689,126.918172521915
성산동,서울특별시 마포구 월드컵북로 78,11440-2018-00256,심플공인중개사사무소,37.5608365351635,126.916146996036
신수동,서울특별시 마포구 광성로 28,11440-2018-00263,OK공인중개사사무소,37.5493039403598,126.936160304127
상암동,서울특별시 마포구 월드컵북로 434,11440-2019-00033,손이가공인중개사사무소,37.5816223202625,126.886049581236
용강동,서울특별시 마포구 토정로31길 23,11440-2019-00050,햇빛공인중개사사무소,37.5416322568747,126.941479693192
아현동,서울특별시 마포구 굴레방로7길 11,11440-2019-00026,마음에든공인중개사사무소,37.5562212376926,126.954848683219
성산동,서울특별시 마포구 월드컵북로 233,11440-2019-00031,우리공인중개사사무소,37.5697322900238,126.903135454197
망원동,서울특별시 마포구 희우정로20길 7,11440-2019-00032,스카이공인중개사사무소,37.5554562836724,126.900651560127
합정동,서울특별시 마포구 토정로3길 10,11440-2018-00257,바로공인중개사사무소,37.546071179621,126.914284982706
공덕동,서울특별시 마포구 효창목길 13,11440-2019-00042,황금부동산중개사무소,37.5477080139516,126.959418193759
서교동,서울특별시 마포구 와우산로29길 59,11440-2018-00243,라움공인중개사사무소,37.5559533747908,126.926809054123
서교동,서울특별시 마포구 독막로3길 33,11440-2019-00057,미소공인중개사사무소,37.5497528657599,126.917225878575
연남동,서울특별시 마포구 성미산로 165-1,11440-2018-00266,다온공인중개사사무소,37.5646633414656,126.92456870688
신공덕동,서울특별시 마포구 백범로37길 16,11440-2019-00010,청암공인중개사사무소,37.5435972644977,126.954863765866
성산동,서울특별시 마포구 성미산로1길 56,11440-2019-00012,신화공인중개사사무소,37.5603054126278,126.907137391172
용강동,서울특별시 마포구 토정로31길 24,11440-2023-00071,마포대림PLUS공인중개사사무소,37.5423544340511,126.943758267542
염리동,서울특별시 마포구 대흥로24길 24,11440-2019-00185,행복한자이(715-6666)공인중개사사무소,37.5539607082089,126.947610265434
공덕동,서울특별시 마포구 만리재로 14,11440-2019-00103,오세열공인중개사사무소,37.5439937223014,126.952835204955
공덕동,서울특별시 마포구 마포대로 115-12,11440-2019-00107,공덕삼성공인중개사사무소,37.5456898892221,126.951150675917
염리동,서울특별시 마포구 대흥로24길 24,11440-2019-00202,사랑(단지내)공인중개사사무소,37.5539607082089,126.947610265434
염리동,서울특별시 마포구 숭문길 63,11440-2019-00203,염리공인중개사사무소,37.549295609551,126.945616072207
노고산동,서울특별시 마포구 백범로1길 60,11440-2019-00095,신촌부동산멘토공인중개사사무소,37.5554551501745,126.939951117725
상암동,서울특별시 마포구 월드컵북로 502,11440-2019-00196,한화(02-307-6688)공인중개사사무소,37.5850443805494,126.879869563728
도화동,서울특별시 마포구 마포대로 44,11440-2019-00105,이병현공인중개사사무소,37.539973013511,126.947098319374
염리동,서울특별시 마포구 숭문길 106,11440-2019-00120,상록(707-0880)공인중개사사무소,37.5509248817864,126.946795894081
신천동,서울특별시 송파구 올림픽로35길 112,9253-4471,현대공인중개사사무소,37.5178827571707,127.101802779596
가락동,서울특별시 송파구 송파대로30길 16,9253-4490,재성공인중개사사무소,37.4945889149409,127.119131071387
가락동,서울특별시 송파구 송파대로28길 12,9253-5431,박인규공인중개사사무소,37.4937301146394,127.119449271668
문정동,서울특별시 송파구 송파대로 201,9253-5443,한진공인중개사사무소,37.4877387829749,127.120685887596
용문동,서울특별시 용산구 새창로 108,92240000-1083,행운공인중개사사무소,37.5377890132647,126.959984437793
보광동,서울특별시 용산구 보광로 53,92240000-1084,22세기공인중개사사무소,37.5287565777061,126.998286713525
한강로3가,서울특별시 용산구 서빙고로 35,92240000-2080,용산시티파크 신동태공인중개사사무소,37.5247695394853,126.968610877882
효창동,서울특별시 용산구 백범로 293,11170-2015-00187,부동산플러스합동공인중개사사무소,37.539326569935,126.961890742234
한강로2가,서울특별시 용산구 한강대로 132,92240000-1459,주영공인중개사사무소,37.531084680318,126.970072670867
이촌동,서울특별시 용산구 이촌로 100-11,11170-2015-00169,한아름공인중개사사무소,37.5233684485876,126.958827067865
이촌동,서울특별시 용산구 이촌로 210,92240000-1775,한국공인중개사사무소,37.5208465872684,126.970406734683
산천동,서울특별시 용산구 원효로 51,92240000-1165,명성공인중개사사무소,37.533863362459,126.950070316419
보광동,서울특별시 용산구 보광로 43,92240000-1531,롯데공인중개사사무소,37.5278866699052,126.999158865754
서계동,서울특별시 용산구 효창원로 273,11170-2016-00165,다복공인중개사사무소,37.5513988780639,126.963027132641
한강로2가,서울특별시 용산구 새창로 213-12,92240000-1189,현대부동산공인중개사사무소,37.5304894835944,126.968028095222
한강로3가,서울특별시 용산구 한강대로7길 13,92240000-1546,한솔공인중개사사무소,37.5243263248753,126.962119309376
이촌동,서울특별시 용산구 이촌로 264,92240000-905,이레부동산공인중개사사무소,37.5190291185881,126.976133728575
후암동,서울특별시 용산구 후암로 64,92240000-1556,정일공인중개사사무소,37.5515552557438,126.977102259404
서계동,서울특별시 용산구 청파로 383-12,92240000-1859,다모아공인중개사사무소,37.5541187267784,126.968316209831
봉천동,서울특별시 관악구 관악로12길 62,11620-2018-00011,황금산지공인중개사사무소,37.4775155038177,126.95575620631
봉천동,서울특별시 관악구 구암길 25,11620-2018-00022,보성공인중개사사무소,37.4890897550358,126.947570572907
봉천동,서울특별시 관악구 봉천로49길 8,11620-2018-00059,에덴공인중개사사무소,37.4827794444978,126.951999841582
봉천동,서울특별시 관악구 참숯길 3,11620-2018-00024,성문공인중개사사무소,37.4794113885015,126.942524521871
봉천동,서울특별시 관악구 관악로30길 12,11620-2018-00067,우성골드공인중개사사무소,37.4841357625535,126.960607343765
봉천동,서울특별시 관악구 남부순환로 1799,11620-2018-00028,이든공인중개사사무소,37.4818623450493,126.950132074266
신림동,서울특별시 관악구 난곡로75길 8,11620-2018-00101,금룡공인중개사사무소,37.4858130848786,126.913206006312
남현동,서울특별시 관악구 승방3길 2,11620-2018-00102,금강공인중개사사무소,37.4735414589097,126.980696756253
봉천동,서울특별시 관악구 보라매로2길 15,11620-2018-00075,부자공인중개사사무소,37.4900637100982,126.928893017573
봉천동,서울특별시 관악구 쑥고개로 124,92420000-4096,제일공인중개사사무소,37.4787654493778,126.950256912837
신림동,서울특별시 관악구 남부순환로161나길 32-15,36110-2017-00380,메이트공인중개사사무소,37.484883862011,126.920886917645
신림동,서울특별시 관악구 호암로 581,11620-2018-00093,삼성뉴타운공인중개사사무소,37.4693649310598,126.932602705243
신림동,서울특별시 관악구 법원단지길 111,11620-2018-00002,새마을부동산공인중개사사무소,37.4751649834863,126.92298523678
봉천동,서울특별시 관악구 관악로30길 12,11620-2018-00027,학사임재정공인중개사사무소,37.4841357625535,126.960607343765
신림동,서울특별시 관악구 신사로 138,11620-2017-00248,원공인중개사사무소,37.4890219403357,126.917104218134
신림동,서울특별시 관악구 신사로12길 50,11620-2018-00052,해성공인중개사사무소,37.4877787934359,126.917323366886
봉천동,서울특별시 관악구 봉천로49길 26,11620-2018-00053,광장부동산공인중개사사무소,37.4835278754564,126.952130970188
신림동,서울특별시 관악구 신림로29길 3-5,11620-2018-00045,서림공인중개사사무소,37.4746637468944,126.934642595227
신림동,서울특별시 관악구 신림로68길 29,11620-2023-00059,따뜻한공인중개사사무소,37.4868262781207,126.930984484239
서교동,서울특별시 마포구 잔다리로6길 6,92380000-4896,청춘공인중개사사무소,37.551957826339,126.919496194075
아현동,서울특별시 마포구 마포대로24길 17-1,11440-2023-00108,정석부동산공인중개사사무소,37.5540155192014,126.959350266172
공덕동,서울특별시 마포구 마포대로11길 19,11440-2023-00124,명덕공인중개사사무소,37.5488116215684,126.953030092028
합정동,서울특별시 마포구 희우정로 50,92380000-3164,합정한강공인중개사사무소,37.5512127676963,126.906275138161
합정동,서울특별시 마포구 양화로6길 72,92380000-4274,부동산샵공인중개사사무소,37.5484502908,126.918128207629
합정동,서울특별시 마포구 포은로 39,11440-2023-00131,드림공인중개사사무소,37.5510069450302,126.907143496926
신수동,서울특별시 마포구 광성로6길 22,가92380000-00186,김포부동산중개인사무소,37.5488607729405,126.938602521551
도화동,서울특별시 마포구 도화길 32,11440-2015-00206,삼성부동산(02-714-7755)공인중개사사무소,37.540853210103,126.94959257016
연남동,서울특별시 마포구 성미산로 199,92380000-5188,스타랜드공인중개사사무소,37.5625180460536,126.927113322711
대흥동,서울특별시 마포구 고산길 150,11440-2019-00143,마포그랑자이공인중개사사무소,37.5543145017438,126.945166755383
동교동,서울특별시 마포구 양화로 156,11440-2023-00151,올바른공인중개사사무소,37.5561130617043,126.923446601456
합정동,서울특별시 마포구 양화로3길 15,11440-2023-00150,뉴타운공인중개사사무소,37.5496445433809,126.911480973563
대흥동,서울특별시 마포구 독막로 270,11440-2023-00142,바른공인중개사사무소,37.5456796230244,126.943299966768
공덕동,서울특별시 마포구 마포대로 127,11440-2023-00143,혜안공인중개사사무소,37.5461944939177,126.95214128315
서교동,서울특별시 마포구 와우산로 126,11440-2023-00063,홍대스타공인중개사사무소,37.5532703413952,126.92746976187
합정동,서울특별시 마포구 포은로 34,11440-2023-00147,홍대빌딩공인중개사사무소,37.5508255927454,126.907857348802
동교동,서울특별시 마포구 양화로 156,11440-2023-00073,라쿠서울공인중개사사무소,37.5561130617043,126.923446601456
신수동,서울특별시 마포구 광성로 17,11440-2021-00005,신세계아이파크공인중개사사무소,37.5503208717885,126.935286024774
합정동,서울특별시 마포구 독막로 41,92380000-2701,사랑부동산공인중개사사무소,37.5481725567267,126.918061406136
중동,서울특별시 마포구 성암로 43,11440-2023-00029,봄날(단지내)공인중개사사무소,37.5693499896011,126.911623488242
신수동,서울특별시 마포구 신수로 105,11440-2023-00083,서울(단지내)공인중개사사무소,37.5506326825996,126.9362343131
아현동,서울특별시 마포구 신촌로28길 50,11440-2023-00019,마포르앤(313-8288)공인중개사사무소,37.5554228042047,126.949370444939
아현동,서울특별시 마포구 마포대로24길 4,11440-2023-00020,자이힐스(365-6500)공인중개사사무소,37.5541536723523,126.957893788452
망원동,서울특별시 마포구 희우정로 77,11440-2018-00216,더부자아이파크공인중개사사무소,37.5531729682225,126.902698099648
신수동,서울특별시 마포구 광성로 17,92380000-00430,신촌숲ⅠPARK(02-711-0220)공인중개사사무소,37.5503208717885,126.935286024774
서교동,서울특별시 마포구 어울마당로 58-1,11440-2021-00195,새마을부동산공인중개사사무소,37.5502784516281,126.921361496879
신수동,서울특별시 마포구 광성로 37-3,11440-2021-00146,한누리공인중개사사무소,37.5499971859022,126.937031649958
공덕동,서울특별시 마포구 만리재로 14,11440-2019-00220,H공인중개사사무소,37.5439937223014,126.952835204955
용강동,서울특별시 마포구 토정로31길 24,11440-2021-00066,행운(02-719-8000)공인중개사사무소,37.5423544340511,126.943758267542
합정동,서울특별시 마포구 성지길 25-18,11440-2023-00031,제이에이치공인중개사사무소,37.5472376767284,126.913754393449
대흥동,서울특별시 마포구 대흥로 186,11440-2023-00075,카카오공인중개사사무소,37.5556189426884,126.946094275863
서교동,서울특별시 마포구 양화로 72,11440-2023-00032,세왕공인중개사사무소,37.5508138163956,126.916493990351
염리동,서울특별시 마포구 토정로37길 41,11440-2023-00038,트라공인중개사사무소,37.5427097153873,126.946709511904
동교동,서울특별시 마포구 양화로 183,11440-2021-00201,빌딩인부동산중개법인 주식회사,37.5583675467575,126.925148412411
상수동,서울특별시 마포구 독막로 96,92380000-3451,밤섬부동산(02-703-0056)공인중개사사무소,37.5475504690915,126.924069485842
면목동,서울특별시 중랑구 사가정로54길 20,가92333000-02446,대흥부동산중개인사무소,37.5799343614628,127.08857706333
묵동,서울특별시 중랑구 공릉로12가길 46-13,11260-2020-00073,대림부동산공인중개사사무소,37.6173395661022,127.082696756864
면목동,서울특별시 중랑구 사가정로41길 46,11260-2020-10001,사랑공인중개사사무소,37.5831509234132,127.084374135157
면목동,서울특별시 중랑구 사가정로42길 75,11260-2020-00060,행운공인중개사사무소,37.5780071473931,127.082079275737
신내동,서울특별시 중랑구 신내로 126,92290000-00783,현대공인중개사사무소,37.610185758581,127.096415262131
중화동,서울특별시 중랑구 봉화산로30길 43,가92290000-00607,성덕부동산중개사무소,37.6002990035448,127.085316978852
중화동,서울특별시 중랑구 봉화산로 96,92290000-00468,은성공인중개사사무소,37.6021912029849,127.085151311929
상봉동,서울특별시 중랑구 동일로112길 45,11260-2021-00049,하울 공인중개사사무소,37.5933539813762,127.083430438933
묵동,서울특별시 중랑구 공릉로2길 48,11260-2020-00062,엘지공인중개사사무소,37.611970113237,127.080632103298
면목동,서울특별시 중랑구 겸재로4길 5,가92290000-01139,부광부동산중개인사무소,37.5856065976821,127.076688093055
신내동,서울특별시 중랑구 봉화산로 189,92290000-00803,신세계공인중개사사무소,37.606714131825,127.093989362409
상봉동,서울특별시 중랑구 봉우재로49길 9,92290000-1036,미래공인중개사사무소,37.5943144790161,127.091984389208
망우동,서울특별시 중랑구 양원역로14길 12,11260-2020-00112,수공인중개사사무소,37.607212973407,127.106944172489
면목동,서울특별시 중랑구 동일로92길 40,11260-2015-00071,아이파크부동산공인중개사사무소,37.5818929536315,127.080375944624
면목동,서울특별시 중랑구 면목천로19길 45,가92290000-03416,하나부동산중개사무소,37.5862430885,127.081354539709
중화동,서울특별시 중랑구 봉화산로 31,11260-2020-00036,중화역롯데공인중개사사무소,37.6017126331641,127.077926178788
면목동,서울특별시 중랑구 겸재로29길 22,92290000-공인1034,중앙공인중개사사무소,37.5887529619839,127.085090710962
중화동,서울특별시 중랑구 봉화산로4길 29,92290000-924,딸기공인중개사사무소,37.6002816949591,127.076387436871
면목동,서울특별시 중랑구 동일로91길 20,가92290000-03056,라온프라이빗부동산중개사무소,37.5830700458725,127.07844949604
면목동,서울특별시 중랑구 겸재로 156,92290000-1086,아남공인중개사사무소,37.5876565827937,127.085037380712
면목동,서울특별시 중랑구 면목로 368,92290000-2705,한국부동산공인중개사사무소,37.5848245219132,127.088550929868
면목동,서울특별시 중랑구 용마산로86길 15,92290000-1634,서일공인중개사사무소,37.5863456925423,127.09612138122
면목동,서울특별시 중랑구 면목로42길 11,11260-2018-00018,신행운공인중개사사무소,37.5799891304341,127.088951741629
면목동,서울특별시 중랑구 봉우재로 72,11260-2020-10021,서울부동산중개사무소,37.5913061661103,127.081032369983
면목동,서울특별시 중랑구 동일로92길 40,11260-2020-00006,명성아이파크공인중개사사무소,37.5818929536315,127.080375944624
면목동,서울특별시 중랑구 동일로92길 40,11260-2018-10016,현대아이파크공인중개사사무소,37.5818929536315,127.080375944624
망우동,서울특별시 중랑구 봉우재로 185,92290000-2875,한양공인중개사사무소,37.5943705623243,127.093536419333
상봉동,서울특별시 중랑구 면목로92길 7,11260-2022-00068,상봉대박공인중개사사무소,37.5949128072129,127.08640749136
면목동,서울특별시 중랑구 겸재로3길 58,92290000-953,대지공인중개사사무소,37.588525660488,127.076785176512
면목동,서울특별시 중랑구 면목로39길 62,92290000-1709,지성공인중개사사무소,37.58058060184,127.084202775989
면목동,서울특별시 중랑구 면목로 389,11260-2021-00077,대박공인중개사사무소,37.5868196039352,127.087929786255
묵동,서울특별시 중랑구 동일로144길 23,11260-2021-10009,슈퍼맨공인중개사사무소,37.6056839345019,127.080201311634
면목동,서울특별시 중랑구 용마산로 416,가92290000-486,대성사부동산중개인사무소,37.5885648207195,127.096582676615
상봉동,서울특별시 중랑구 망우로 385,11260-2020-00088,신태양공인중개사사무소,37.5988790394026,127.094992882022
신내동,서울특별시 중랑구 용마산로 616,가92290000-00475,새한부동산중개사무소,37.6049332871517,127.10122617607
신내동,서울특별시 중랑구 신내로7가길 6,92290000-831,114공인중개사사무소,37.6025455340261,127.095545647864
면목동,서울특별시 중랑구 면목로29길 16,92290000-00430,제천공인중개사사무소,37.5758895686564,127.084968980589
염리동,서울특별시 마포구 대흥로24길 24,11440-2019-00122,정(717-5500)단지내공인중개사사무소,37.5539607082089,126.947610265434
망원동,서울특별시 마포구 방울내로 82,11440-2019-00131,정원공인중개사사무소,37.5605651073381,126.904350324808
염리동,서울특별시 마포구 대흥로24길 24,11440-2019-00101,자이1번지(단지내)공인중개사사무소,37.5539607082089,126.947610265434
합정동,서울특별시 마포구 독막로 10,11440-2019-00134,권영심공인중개사사무소,37.5484914168057,126.914498578681
대흥동,서울특별시 마포구 신촌로 180,11440-2019-00077,이대역공인중개사사무소,37.5565092992834,126.945485771834
연남동,서울특별시 마포구 동교로27길 46,92380000-3818,조은공인중개사사무소,37.5599485944607,126.921507749733
창전동,서울특별시 마포구 서강로 97,11440-2019-00177,제일삼성공인중개사사무소,37.551934624933,126.932348598179
서교동,서울특별시 마포구 양화로7길 3,11440-2019-00184,퍼스트공인중개사사무소,37.550990480302,126.915199167485
서교동,서울특별시 마포구 월드컵북로5나길 18,11440-2019-00186,미래사랑공인중개사사무소,37.5573352701834,126.916796137041
대흥동,서울특별시 마포구 대흥로 180,11440-2019-00200,하나공인중개사사무소,37.555079014473,126.946181128793
서교동,서울특별시 마포구 홍익로5길 65,11440-2019-00175,비디비부동산중개사무소,37.5525950640966,126.919440395335
성산동,서울특별시 마포구 모래내로 5,11440-2019-00205,우남공인중개사사무소,37.5642548691608,126.903687766741
대흥동,서울특별시 마포구 대흥로 183,11440-2019-00190,골드자이(단지내)공인중개사사무소,37.5557612664392,126.945627444506
서교동,서울특별시 마포구 홍익로 10,11440-2023-00054,정다운공인중개사사무소,37.5537619785992,126.923693794834
신수동,서울특별시 마포구 신수로 106,11440-2019-00108,신촌숲채움공인중개사사무소,37.5503732437501,126.936491759686
대흥동,서울특별시 마포구 대흥로 183,11440-2019-00130,자이탑(365-2424)공인중개사사무소,37.5557612664392,126.945627444506
아현동,서울특별시 마포구 마포대로 246,11440-2019-00187,아현미래공인중개사사무소,37.5553484619613,126.958591847561
연남동,서울특별시 마포구 성미산로17길 111,11440-2019-00076,청운공인중개사사무소,37.5664241747863,126.916942796867
상수동,서울특별시 마포구 와우산로3길 7,11440-2019-00127,피카소공인중개사사무소,37.546102026166,126.922547605815
공덕동,서울특별시 마포구 백범로 152,11440-2019-00096,카카오부동산공인중개사사무소,37.5447477438441,126.948258201287
대흥동,서울특별시 마포구 대흥로 188-1,11440-2019-00109,신한(703-0808)공인중개사사무소,37.5558644863754,126.94614219793
마포동,서울특별시 마포구 마포대로 12,11440-2019-00121,연합공인중개사사무소,37.5378661337098,126.944393563398
망원동,서울특별시 마포구 동교로 71,11440-2019-00123,조은공인중개사사무소,37.5538786466604,126.909989465345
합정동,서울특별시 마포구 독막로 33,11440-2019-00142,홍대타워공인중개사사무소,37.5483768850561,126.917131664565
합정동,서울특별시 마포구 월드컵로5길 74,11440-2019-00085,다부자공인중개사사무소,37.5507326551531,126.90849504154
대흥동,서울특별시 마포구 대흥로30길 6-6,11440-2019-00086,큰소망공인중개사사무소,37.5560814598599,126.946171353919
신수동,서울특별시 마포구 독막로 210,11440-2019-00111,신수공인중개사사무소,37.5471432275189,126.936946464254
공덕동,서울특별시 마포구 마포대로7길 31,11440-2019-00147,공덕황금공인중개사사무소,37.5475278619324,126.951649310329
성산동,서울특별시 마포구 월드컵북로 233,11440-2019-00149,스타공인중개사사무소,37.5697322900238,126.903135454197
도화동,서울특별시 마포구 독막로 331,11440-2019-00144,공덕타운공인중개사사무소,37.5430017322837,126.949378393135
성산동,서울특별시 마포구 모래내로3길 3,11440-2019-00145,마포구청역다모아공인중개사사무소,37.564631511842,126.905391881238
서교동,서울특별시 마포구 월드컵북로 47,11440-2019-00087,꼭부동산중개사무소,37.5582857164049,126.917673678088
공덕동,서울특별시 마포구 만리재로 80,11440-2019-00168,신공덕공인중개사사무소,37.5476203001082,126.958763375613
상암동,서울특별시 마포구 월드컵북로 381,11440-2020-00086,부동산생각공인중개사사무소,37.5779528826091,126.889887582062
아현동,서울특별시 마포구 마포대로 246,11440-2020-00025,마포SK(704-4944)공인중개사사무소,37.5553484619613,126.958591847561
염리동,서울특별시 마포구 숭문길 218,11440-2020-00030,소망공인중개사사무소,37.55613951681,126.946640420017
서교동,서울특별시 마포구 와우산로29길 8,11440-2020-00090,좋은아침공인중개사사무소,37.5547753182732,126.929469982132
아현동,서울특별시 마포구 굴레방로 1,11440-2020-00035,아현우리공인중개사사무소,37.5545602698258,126.956832572101
아현동,서울특별시 마포구 신촌로28가길 19,11440-2020-00096,영화공인중개사사무소,37.5567112424764,126.950891893638
상암동,서울특별시 마포구 월드컵북로 502-36,11440-2020-00095,대박(02-308-3900)공인중개사사무소,37.5863328492209,126.881972706527
염리동,서울특별시 마포구 대흥로 164,11440-2019-00212,연재(706-3007)단지내공인중개사사무소,37.5537714364223,126.946268757953
합정동,서울특별시 마포구 독막로2길 5,11440-2019-00215,하나부동산공인중개사사무소,37.5482582573584,126.914898987448
성산동,서울특별시 마포구 성미산로 7,11440-2023-00056,연우공인중개사사무소,37.5583710216408,126.909169408312
현석동,서울특별시 마포구 신수로 26,11440-2020-00048,기호공인중개사사무소,37.5438978473032,126.934334957369
연남동,서울특별시 마포구 성미산로31길 11-14,11440-2020-00052,목화공인중개사사무소,37.5649480761608,126.925166390426
아현동,서울특별시 마포구 마포대로 246,11440-2019-00234,베스트(아이파크단지내)공인중개사사무소,37.5553484619613,126.958591847561
망원동,서울특별시 마포구 포은로 129,11440-2019-00227,아람공인중개사사무소,37.5583333732846,126.903727984113
도화동,서울특별시 마포구 마포대로 53,11440-2019-00236,마포트라팰리스공인중개사사무소,37.5414321628548,126.947054064308
아현동,서울특별시 마포구 마포대로 179,11440-2019-00235,세림공인중개사사무소,37.5503341946867,126.954815229537
대흥동,서울특별시 마포구 대흥로 183,11440-2020-00057,자이드림(단지내)공인중개사사무소,37.5557612664392,126.945627444506
합정동,서울특별시 마포구 동교로 74,11440-2020-00064,합정대우공인중개사사무소,37.5536567880479,126.910301290878
